filepath,filename,astride_detected,num_detected,gt_has_streak,detection_acceptable,outcome
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_36_58/SL1482-NORAD45773_00011.fits,SL1482-NORAD45773_00011.fits,0,0,1,,FN (missed streak)
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_36_58/SL1482-NORAD45773_00012.fits,SL1482-NORAD45773_00012.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00001.fits,SL1482-NORAD45773_00001.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00002.fits,SL1482-NORAD45773_00002.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00003.fits,SL1482-NORAD45773_00003.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00004.fits,SL1482-NORAD45773_00004.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00005.fits,SL1482-NORAD45773_00005.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00006.fits,SL1482-NORAD45773_00006.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00007.fits,SL1482-NORAD45773_00007.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00008.fits,SL1482-NORAD45773_00008.fits,1,1,1,1,"TP_ACCEPT (detected streak, acceptable)"
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00009.fits,SL1482-NORAD45773_00009.fits,1,1,1,1,"TP_ACCEPT (detected streak, acceptable)"
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00010.fits,SL1482-NORAD45773_00010.fits,1,1,1,1,"TP_ACCEPT (detected streak, acceptable)"
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00011.fits,SL1482-NORAD45773_00011.fits,1,1,1,1,"TP_ACCEPT (detected streak, acceptable)"
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00012.fits,SL1482-NORAD45773_00012.fits,1,1,1,1,"TP_ACCEPT (detected streak, acceptable)"
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00013.fits,SL1482-NORAD45773_00013.fits,1,1,1,1,"TP_ACCEPT (detected streak, acceptable)"
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00014.fits,SL1482-NORAD45773_00014.fits,1,1,1,1,"TP_ACCEPT (detected streak, acceptable)"
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00015.fits,SL1482-NORAD45773_00015.fits,0,0,1,,FN (missed streak)
/home/ubuntu/thesis/false_positive/input/SL1482-NORAD45773/20_37_45/SL1482-NORAD45773_00016.fits,SL1482-NORAD45773_00016.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1513-NORAD45786/20_32_13/SL1513-NORAD45786_00001.fits,SL1513-NORAD45786_00001.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1513-NORAD45786/20_32_13/SL1513-NORAD45786_00002.fits,SL1513-NORAD45786_00002.fits,0,0,1,,FN (missed streak)
/home/ubuntu/thesis/false_positive/input/SL1513-NORAD45786/20_32_13/SL1513-NORAD45786_00003.fits,SL1513-NORAD45786_00003.fits,1,1,1,1,"TP_ACCEPT (detected streak, acceptable)"
/home/ubuntu/thesis/false_positive/input/SL1513-NORAD45786/20_32_13/SL1513-NORAD45786_00004.fits,SL1513-NORAD45786_00004.fits,1,1,1,1,"TP_ACCEPT (detected streak, acceptable)"
/home/ubuntu/thesis/false_positive/input/SL1513-NORAD45786/20_32_13/SL1513-NORAD45786_00005.fits,SL1513-NORAD45786_00005.fits,1,1,1,1,"TP_ACCEPT (detected streak, acceptable)"
/home/ubuntu/thesis/false_positive/input/SL1513-NORAD45786/20_32_13/SL1513-NORAD45786_00006.fits,SL1513-NORAD45786_00006.fits,1,1,1,1,"TP_ACCEPT (detected streak, acceptable)"
/home/ubuntu/thesis/false_positive/input/SL1513-NORAD45786/20_32_13/SL1513-NORAD45786_00007.fits,SL1513-NORAD45786_00007.fits,0,0,1,,FN (missed streak)
/home/ubuntu/thesis/false_positive/input/SL1513-NORAD45786/20_32_13/SL1513-NORAD45786_00008.fits,SL1513-NORAD45786_00008.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_10 (streak)/SL1601-NORAD46120_00001.fits,SL1601-NORAD46120_00001.fits,0,0,1,,FN (missed streak)
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_10 (streak)/SL1601-NORAD46120_00002.fits,SL1601-NORAD46120_00002.fits,0,0,1,,FN (missed streak)
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_10 (streak)/SL1601-NORAD46120_00003.fits,SL1601-NORAD46120_00003.fits,0,0,1,,FN (missed streak)
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_10 (streak)/SL1601-NORAD46120_00004.fits,SL1601-NORAD46120_00004.fits,1,1,1,0,"TP_UNACCEPT (detected streak, unacceptable/poor)"
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_10 (streak)/SL1601-NORAD46120_00005.fits,SL1601-NORAD46120_00005.fits,0,0,1,,FN (missed streak)
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_10 (streak)/SL1601-NORAD46120_00006.fits,SL1601-NORAD46120_00006.fits,0,0,1,,FN (missed streak)
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_10 (streak)/SL1601-NORAD46120_00007.fits,SL1601-NORAD46120_00007.fits,0,0,1,,FN (missed streak)
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_10 (streak)/SL1601-NORAD46120_00008.fits,SL1601-NORAD46120_00008.fits,1,5,0,,FP (detected streak but image has none)
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_43/SL1601-NORAD46120_00001.fits,SL1601-NORAD46120_00001.fits,0,0,1,,FN (missed streak)
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_43/SL1601-NORAD46120_00002.fits,SL1601-NORAD46120_00002.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_43/SL1601-NORAD46120_00003.fits,SL1601-NORAD46120_00003.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_43/SL1601-NORAD46120_00004.fits,SL1601-NORAD46120_00004.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_43/SL1601-NORAD46120_00005.fits,SL1601-NORAD46120_00005.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_43/SL1601-NORAD46120_00006.fits,SL1601-NORAD46120_00006.fits,0,0,0,,TN (correctly no streak)
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_43/SL1601-NORAD46120_00007.fits,SL1601-NORAD46120_00007.fits,1,2,1,0,"TP_UNACCEPT (detected streak, unacceptable/poor)"
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_43/SL1601-NORAD46120_00008.fits,SL1601-NORAD46120_00008.fits,1,8,1,0,"TP_UNACCEPT (detected streak, unacceptable/poor)"
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_43/SL1601-NORAD46120_00009.fits,SL1601-NORAD46120_00009.fits,1,2,1,0,"TP_UNACCEPT (detected streak, unacceptable/poor)"
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_43/SL1601-NORAD46120_00010.fits,SL1601-NORAD46120_00010.fits,1,6,1,0,"TP_UNACCEPT (detected streak, unacceptable/poor)"
/home/ubuntu/thesis/false_positive/input/SL1601-NORAD46120/20_33_43/SL1601-NORAD46120_00011.fits,SL1601-NORAD46120_00011.fits,1,6,1,0,"TP_UNACCEPT (detected streak, unacceptable/poor)"
